arxiv_id,title,authors,abstract,categories,published,updated,url,pdf_url
2605.06418v1,On the non-radial oscillations of realistic anisotropic neutron stars: Axial modes,Jose F. Rodriguez-Ruiz; L. M. Becerra; F. D. Lora-Clavijo,"Non-radial oscillation modes of neutron stars serve as diagnostics of their internal composition and relativistic structure. In this work, we investigate the perturbations of static and spherically symmetric neutron stars characterized by an anisotropic pressure. Given the background symmetry, perturbations decouple into polar and axial modes. To date, axial modes have remained less explored, primarily because matter and metric perturbations decouple in the isotropic limit. In this work, we provide a consistent treatment of axial modes and demonstrate that pressure anisotropy induces a direct coupling between matter and metric perturbations. We employ parameterized anisotropy models that ensure consistency with the treatment of matter perturbations. We numerically integrate the linearized Einstein field equations for the axial modes, employing a diverse set of realistic equations of state. Our results indicate that as the stellar mass grows, the frequency of the lower $w$-mode generally decreases, while its damping time increases. Softer equation of states typically yield slightly higher oscillation frequencies. Furthermore, larger anisotropy (i.e., when the tangential pressure exceeds the radial pressure) allows for more massive equilibrium configurations, which correspondingly leads to lower oscillation frequencies and prolonged damping times. Finally, we demonstrate that the frequency and damping time, both scaled by the stellar mass, exhibit a nearly universal quadratic dependence on the stellar compactness, remaining largely insensitive to both the underlying equation of state and the specific anisotropy model.",gr-qc; astro-ph.HE,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06418v1,https://arxiv.org/pdf/2605.06418v1
2605.06414v1,A Residual-Based Quantum Linear System Algorithm with Dynamic Stopping and Applications to Elliptic PDEs,Xiantao Li,"Quantum linear-system algorithms (QLSAs) have rigorous worst-case complexity guarantees, but their runtimes are often chosen from spectral information assumed in advance. What is largely lacking is an a posteriori progress flag: most QLSA workflows, unlike the classical counterparts, do not provide a built-in mechanism to signal whether a particular instance has already converged.   For discretizations of elliptic PDEs $-\nabla\cdot(a(x)\nabla u(x))=f(x),$ with divergence--gradient structure \[   -\nabla\cdot \big(a(x)\nabla) \approx A_h=G_h^\dagger G_h, \] we formulate a stable first-order ODE whose limiting solution block is the desired Galerkin solution. The PDE-dependent scale is then \(\norm{G_h}=\bigO(h^{-1})\), comparable to factorized QLSA constructions with square-root condition-number scaling. We design an augmented dynamics with residual variables, in which measuring a residual register gives an on-the-fly convergence indicator without reconstructing the solution vector. For smooth right-hand sides, dynamic stopping can reduce the evolution time and gate count relative to a fixed worst-case schedule, and may also reduce exposure to accumulated hardware errors. Numerical experiments for a two-dimensional finite element Poisson problem show that the residual-register probability follows the actual error decay and, for some right-hand sides, can stop the quantum circuit well before a conservative worst-case runtime estimate is reached.",quant-ph,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06414v1,https://arxiv.org/pdf/2605.06414v1
2605.06412v1,"GTMDs, orbital angular momentum, and pretzelosity",Brean Maynard; Peter Schweitzer,"The leading Generalized Transverse Momentum Dependent parton distributions (GTMDs) are studied in the bag model. The model description is shown to be theoretically consistent. The orbital angular momentum is studied in terms of the GTMD $F_{1,4}^q$ and Ji sum rule. Analytical proofs of the associated sum rules are given. A deeper relationship between orbital angular momentum and the pretzelosity TMD is established in this model.",hep-ph; nucl-th,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06412v1,https://arxiv.org/pdf/2605.06412v1
2605.06410v1,Spin and Quadrupole Sectors in Nonrelativistic Gravity,Utku Zorba,"We study the large-$c$ expansion of general relativity in ADM variables. Using a unified even $ω$-expansion, the ADM formulation gives a common starting point for Galilean and Carrollian limits. We focus on the Galilean branch and derive the ADM action and field equations up to NNLO. We then construct stationary vacuum solutions in weak and strong branches. In the weak branch, we find NLO Kerr-type, Hartle-Thorne-type and mixed-type solutions. The NLO weak equations also allow a simple extension to higher mass multipoles. At NNLO, the weak Kerr-type and extended Hartle-Thorne-type sectors solve the equations separately, but their naive sum is not a solution. The nonlinear NNLO equations generate mixed $J^2Q$ source terms, which require additional corrections to the NNLO lapse and NNLO spatial tensor field. This gives a mixed weak-branch Galilean solution in the ADM gauge. In the strong branch, Kerr-type data solve the equations through NNLO while the strong Hartle-Thorne-type data solve the NLO equations. We also explain how the ADM data can be reconstructed into approximate spacetime metrics. Since these metrics include spin, quadrupole and mixed spin-quadrupole effects, they may be useful for studying the spacetime around rotating compact objects such as black holes and neutron stars.",gr-qc; hep-th,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06410v1,https://arxiv.org/pdf/2605.06410v1
2605.06399v1,A polar-factor retraction on the symplectic Stiefel manifold with closed-form inverse,Ralf Zimmermann,"In Riemannian computing applications, it is crucial to map manifold data to a Euclidean domain, where vector space arithmetic is available, and back. Classical manifold theory guarantees the existence of such mappings, called charts and parameterizations, or, collectively, local coordinates. When computational efficiency is of the essence, practitioners usually resort to retraction maps to define local coordinates. Retractions yield first-order approximations of the Riemannian normal coordinates. This work introduces a new retraction on the symplectic Stiefel manifold that features a closed-form inverse. We expose essential features and compare the numerical performance to a selection of existing retractions. To the best of our knowledge, prior to this work, the so-called Cayley retraction was the only retraction on the symplectic Stiefel manifold with known closed-form inverse.",math.NA; math-ph; math.DG,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06399v1,https://arxiv.org/pdf/2605.06399v1
2605.06397v1,Photonic-Implemented Efficient Deep Quantum Neural Network via Virtual-Driven Hilbert Space Expansion,Haoran Ma; Huihui Zhu; Zichao Zhao; Qishen Liang; Liao Ye; Baojie Hou; Jia Guo; Leong Chuan Kwek; Mile Gu; Jayne Thompson; Wei Luo; Yuehai Wang; Jianyi Yang,"The growing computational demands of classical neural networks have intensified the search for energy-efficient and powerful computational alternatives. Quantum neural networks (QNNs) implemented on integrated photonic platforms offer a compelling avenue, offering exceptional computational power enhancements, with inherent programmability and scalability of integrated architectures. A critical challenge, however, is implementing the fundamental non-unitary and nonlinear activation function of QNNs within a linear quantum photonic system. Existing strategies, such as the adding ancillary qubits and measurement-based feedback or forward are constrained by high qubit resource costs, overhead devices, and poor cascadability. Here, we propose a novel deep photonic QNN with an expanded computational Hilbert space via input replication and mode expansion, which enables the realization of effective non-unitary and nonlinear activation on a linear programmable quantum photonic chip. This approach eliminates the need for physical ancillary qubits, measurement-induced qubit consumption and the measurement device burden, thereby significantly reduce resource costs. The fabricated chip integrates four high-quality entanglement sources and a programmable high-dimensional interferometric network, enabling a two-hidden-layer QNN that exhibits dimension-enhanced expressivity over the existing QNN architectures. We demonstrate its capabilities across diverse tasks, including nonlinear classification, image generation, and quantum Gibbs state preparation. This work establishes a scalable and efficient architecture toward practical quantum deep learning systems capable of tackling problems beyond the reach of classical computation.",quant-ph,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06397v1,https://arxiv.org/pdf/2605.06397v1
2605.06396v1,Dynamical cooling driven by self-similar fronts in the 2D nonlinear Schrödinger model,Jason Laurie; Simon Thalabard; Sergey Nazarenko,"We analyze the dynamics towards partial thermalization and subsequent cooling in the defocusing two-dimensional nonlinear Schrödinger model, using direct simulations and insights from the wave-kinetic equations (WKE) and a fourth-order differential approximation model (DAM). We show that the evolving WKE spectrum exhibits two distinct similarity ranges--the quasi-thermal core and the ultraviolet tail--whereas in the DAM, an additional range of infrared self-similarity appears. By stretching the quasi-thermal region, the self-similar fronts drive an effective dynamical cooling process towards the formal but ill-defined equilibrium state at vanishing temperature--analogous to an ultraviolet catastrophe in a system of classical waves.",math-ph; cond-mat.stat-mech; physics.flu-dyn; physics.optics,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06396v1,https://arxiv.org/pdf/2605.06396v1
2605.06394v1,Lecture Notes on Statistical Physics and Neural Networks,Olaf Hohm,"These lecture notes introduce some topics of classical statistical physics, particularly those that are relevant for neural networks and deep learning. Statistical physics is treated as a branch of probability theory or statistics, with the goal of making concepts such as phase transitions and the renormalization group accessible to readers without prior knowledge of physics. We introduce the Boltzmann-Gibbs distribution and the thermodynamic potentials on a finite configuration space, notably for Ising spins and spin-glass models on a lattice, and then define phase transitions as discontinuities that arise in the limit that the number of lattice points goes to infinity. We further introduce Hopfield networks and Boltzmann machines, which are governed by the same energy function as spin-glass models, and discuss the learning algorithm for restricted Boltzmann machines. In this algorithm hidden neurons are integrated out as in the renormalization group. Finally, modern deep learning is introduced, whose early developments were in part motivated by restricted Boltzmann machines in that they carry many layers of hidden neurons. A description of large language models is given.",cond-mat.dis-nn; hep-th,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06394v1,https://arxiv.org/pdf/2605.06394v1
2605.06379v1,Systematic Extraction of Exact Yang-Mills Solutions via Algebraic Tensor Ring Decomposition,Yu-Xuan Zhang; Jing-Ling Chen,"The non-linear nature of Yang-Mills theory presents a challenge for extracting exact classical solutions, which are useful for understanding non-perturbative vacuum structures. In this paper, an algebraic tensor ring decomposition framework is introduced to systematically map the non-linear partial differential equations (PDEs) of Yang-Mills theory into tractable differential-algebraic systems. By promoting static pure-gauge backgrounds to dynamical variables, the reference state acts as a geometric template whose Maurer-Cartan forms generate the algebraic cross-terms necessary to stabilize non-linear self-interactions. To analytically resolve the resulting differential ideals, specific differential-algebraic quotient rings are employed as evaluation tools, and the solution space is organized by an algebraic bifurcation analysis. Applying this framework, three distinct classes of exact solutions are extracted: (i) relativistic $SU(2)$ color waves evaluated over an elliptic quotient ring, where the differential ideal bifurcates into a Decoupled Branch and two Coupled Branches, the latter exhibiting mass gap generation; (ii) dynamical dyonic flux tubes obtained from a time-dependent helical template, where the Gauss law ideal bifurcates the system into Coulomb, Dyonic, and symmetric Meissner branches. In the Meissner branch, an Artinian asymptotic truncation yields Bessel-type exponential screening, stabilized by a temporal dominance condition; and (iii) dynamical $SU(3)$ configurations where the Gauss law ideal bifurcates the solution space into four distinct phases. The non-trivial branches enforce a kinetic cancellation mechanism that maps the amplitude dynamics onto a generalized $x^2y^2$ chaotic oscillator. Across these settings, the framework provides a methodical approach to characterize the classical solution space of strongly coupled gauge theories.",hep-th; math-ph; quant-ph,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06379v1,https://arxiv.org/pdf/2605.06379v1
2605.06372v1,Coherence limitations of a Fourier-engineered $\cos(2\varphi)$ transmon qubit,Nataliia K. Zhurbina; Siddharth Singh; Lukas J. Splitthoff; Eugene Y. Huang; Figen Yilmaz; A. Mert Bozkurt; Christian Kraglund Andersen,"Intrinsically protected superconducting qubits are a promising route toward enhancing coherence times and advancing hardware towards applications in quantum computing. The $\cos(2\varphi)$ qubit achieves protection against qubit relaxation by allowing only the coherent tunneling of pairs of Cooper pairs, resulting in Cooper-pair parity symmetry and thereby suppressing charge-induced errors. In this work, we experimentally realize a $\cos(2\varphi)$ qubit by Fourier engineering the energy-phase relation in a multi-junction superconducting circuit. Using an interference-based architecture, we are able to suppress the odd harmonics of an effective qubit potential and we observe good agreement between the measured transition spectrum and the effective theoretical model. We further investigate the energy relaxation time as a function of external flux and find that the qubit lifetime at the flux symmetry point is limited by $1/f$ flux noise. This strong sensitivity arises from residual fluctuations in the first harmonic, which possesses a large prefactor despite being nominally canceled. In contrast, a fluxonium qubit with a similar energy spectrum and noise amplitude is less affected by flux noise, highlighting a key challenge for interference-based protection schemes.",quant-ph,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06372v1,https://arxiv.org/pdf/2605.06372v1
2605.06321v1,"Gravitational Lensing of Gravitational Waves from Astrophysical Sources: Theory, Detection, and Applications",Zhiwei Chen; Youjun Lu,"Gravitational waves (GWs) from distant sources such as inspiralling and merging stellar-mass compact binaries, intermediate-mass and supermassive-binary-black-hole can be gravitationally lensed by intervening objects, ranging from stars and primordial black holes to galaxies and clusters. Depending on the GW wavelength relative to the lens scale, lensing occurs in two regimes: geometric optics, producing multiple images with time delays and magnifications, and wave optics, resulting in frequency-dependent waveform modulations. Lensed signals are identified via parameter overlap between event pairs or characteristic frequency-dependent modulations that distinguish them from unlensed signals. Detection rates depend on the redshift and mass distributions of sources and lenses, with promising prospects for future observatories. Once confirmed, lensed GWs will be powerful probes of fundamental physics and cosmology: they can constrain dark matter, lensing structures, the Hubble constant, and other cosmological parameters. In this review, we provide a concise overview of GW lensing, covering the theoretical framework, predicted detection rates, search strategies, and applications. We conclude with prospects and future directions for observing and exploiting lensed astrophysical GW events.",astro-ph.HE; gr-qc,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06321v1,https://arxiv.org/pdf/2605.06321v1
2605.06312v1,Ablation Removal of Transport-Blocking Defects in Surface-Electrode Ion Traps,Toby Maddock; Parsa Rahimi; Matthew Aylett; Rares Barcan; Sebastian Weidt; Winfried Karl Hensinger,"We demonstrate in situ removal of a transport-blocking defect on a surface-electrode ion trap device using a Q-switched Nd:YAG 532 nm pulsed ablation laser. This approach eliminates the need to vent and rebake the vacuum system, providing a low-overhead defect-remediation technique well suited for ion-shuttling architectures where system modifications typically incur substantial downtime - particularly in shuttling focussed experiments operating at temperatures that necessitate bakes. Additionally, the hardware used is readily available in many ion trap laboratories, making this solution attractive to experiments operating in such regimes. Following ablation, we observe near-unit shuttling success rates across the previously obstructed region and measure micromotion levels that remain within acceptable limits. This technique enables rapid, reliable restoration of transport pathways without interruption to experimental operation.",quant-ph,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06312v1,https://arxiv.org/pdf/2605.06312v1
2605.06297v1,Macroscopic entanglement between two magnon modes via two-tone driving of a superconducting qubit,Rong-Can Yang; Gang Liu; Gen Li; Jie Li,"The cavity-mediated coupling between magnons in an yttrium-iron-garnet (YIG) sphere and a superconducting qubit has recently been demonstrated as a new platform for preparing macroscopic quantum states. Here, based on this system, we propose to entangle two magnon modes in two YIG spheres by driving the qubit with a two-tone field and by appropriately choosing the frequencies and strengths of the two driving fields. We show that strong entanglement can be achieved with fully feasible parameters. We further provide a detection scheme for experimentally verifying the entanglement. Our results indicate that macroscopic entanglement between two magnon modes in two millimeter-sized YIG spheres, involving more than $10^{18}$ spins, can be realized using currently available parameters, which finds promising applications in fundamental studies, such as macroscopic quantum mechanics and the test of unconventional decoherence theories.",quant-ph; cond-mat.mes-hall; physics.optics,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06297v1,https://arxiv.org/pdf/2605.06297v1
2605.06296v1,From flat to narrow bands: Engineering quantum emission in a one-dimensional Lieb lattice,Zhiyong Liu; Yue Sun; Ying Hu,"We develop a comprehensive theoretical framework that unifies quantum emission dynamics in one-dimensional Lieb lattices, bridging the gap between ideal flat-band coherence and realistic narrow-band dissipation. By coupling an emitter to sublattices with finite flat-band wavefunction overlap, we activate a collective, size-independent interaction fundamentally distinct from dispersive-band processes. Controllably breaking lattice symmetry transforms the flat band into a narrow dispersive band, enabling a continuous crossover from non-Markovian to Markovian dynamics governed by the competition between coupling strength and engineered bandwidth. Crucially, we derive explicit scaling laws that provide a quantitative blueprint for tuning spontaneous emission from coherent trapping to Markovian decay. Our work provides a unified framework that connects idealized flat-band physics to emerging narrow-band platforms such as moir$\rm\acute{e}$ photonic crystals, offering a practical toolkit for interpreting experiments and engineering quantum emission in structured photonic environments.",physics.optics; quant-ph,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06296v1,https://arxiv.org/pdf/2605.06296v1
2605.06287v1,Half-Spacetime Gauging of 2-Group Symmetry in 3d,Davide Bason; Wei Cui; Lorenzo Ruggeri,"We construct a class of non-invertible duality defects, in (2+1)d quantum field theories, arising from half-spacetime gauging of a 2-group symmetry. Starting from a parent theory with two discrete and Abelian 0-form symmetries and a prescribed mixed anomaly, we show that gauging one factor produces a theory with a 2-group symmetry, while gauging the other yields a theory with a non-invertible 0-form symmetry, whose fusion rules we derive explicitly. When the parent theory possesses three such symmetries with a cyclic anomaly structure, gauging different factors can produce mutually dual theories and the half-spacetime gauging of the 2-group is implemented by a non-invertible duality defect, whose fusion rules we obtain. We illustrate the construction with explicit examples, including a $U(1)\times U(1)\times U(1)$ gauge theory and a general class of product theories. We also include a self-contained pedagogical introduction to the cohomological tools employed throughout the article.",hep-th,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06287v1,https://arxiv.org/pdf/2605.06287v1
2605.06284v1,Local distillation from Reed Muller codes unfolding,Vivien Londe,"We generalize the unfolding of a Reed Muller distillation factory of Ruiz et. al. by exhibiting the algebraic structure that the unfolding is based on. We describe a 2D local layout for the Z stabilizers of a distance 4 Reed Muller distillation factory and a 3D local layout for the Z stabilizer of a distance 4 and a distance 7 Reed Muller distillation factory. Given input T states with infidelities $p=10^{-3}$, the 2D local distillation factory with distance 4 outputs a CCZ state with infidelity $p=8.256 \times 10^{-9}$ and the 3D local distillation factory with distance 7 outputs a T state with infidelity $p=1.1811 \times 10^{-17}$.",quant-ph,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06284v1,https://arxiv.org/pdf/2605.06284v1
2605.06271v1,A Comparative Study of Mass Extraction Schemes and $π^\pm-ρ^\pm$ Mixing,Ziyue Wang,"We study the origin of the non-monotonic magnetic-field dependence of the lowest charged pion excitation observed in lattice QCD. In a magnetic field, the charged pion mixes with the longitudinally polarized charged rho meson, which shares the same quantum numbers. Within the SU(2)$_f$ Nambu--Jona-Lasinio model supplemented by a gauge invariant tree-level $π-ρ$ mixing operator constrained by the experimental $ρ^\pm\rightarrowπ^\pmγ$ decay width, we compare four mass-extraction schemes: rest-mass reconstruction, local bosonization, direct determinant solving with Landau projection, and near-pole expansion. The rest-mass scheme cannot reproduce the lattice-type turnover, while in the local derivative-expansion scheme the turnover presence but is weak which occurs at large magnetic field. By contrast, the direct determinant and near-pole schemes both retain a robust non-monotonic lowest mode. The former is most faithful to the Landau-level kinematics of the charged excitation, while the latter most clearly shows that residue suppression enhances the effective mixing after canonical normalization. Our results indicate that the lattice behavior is a genuine quasiparticle mixing effect, but one whose robustness depends crucially on how the charged-meson pole structure is extracted in a magnetic field.",hep-ph; nucl-th,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06271v1,https://arxiv.org/pdf/2605.06271v1
2605.06263v1,Beating noise in frequency estimation with squeezing and memory in continuous-variable systems,Ayan Patra; Manju; Aditi Sen De; Matteo G. A. Paris,"Quantum metrology promises precision beyond classical limits, yet environmental noise typically degrades the quantum resources required for such enhancement. In this work, we investigate frequency estimation in noisy continuous-variable systems, focusing on two complementary strategies to mitigate decoherence: Hamiltonian engineering and the exploitation of non-Markovian dynamics. By embedding squeezing directly into the system Hamiltonian, we show that the quantum Fisher information (QFI) may acquire a tunable higher-order time dependence, leading to enhanced sensitivity in the short-time regime. Moving beyond the Markovian approximation, we employ the quantum Brownian motion model to demonstrate that structured environments with finite memory can induce information backflow, temporarily restoring and even improving estimation precision relative to the unitary limit. We further assess the achievability of these bounds via Gaussian measurements, identifying regimes where homodyne, heterodyne, and optimized general-dyne measurements saturate the QFI, and noting that stronger squeezing widens the gap, potentially requiring non-Gaussian measurement strategies. Our results establish that jointly tailoring system Hamiltonian and environmental memory offers a viable route toward robust quantum-enhanced frequency estimation in open systems.",quant-ph,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06263v1,https://arxiv.org/pdf/2605.06263v1
2605.06251v1,Meromorphic Quantum Computing,Simon Burton; Hussain Anwar,"We consider the kinematic axioms of quantum mechanics projectively. Instead of normalized (pure) states up to global phase, states become one-dimensional subspaces of vector spaces. This process of projectivization is functorial and lax monoidal. For qubits it identifies the Bloch sphere with the Riemann sphere. We interpret a fragment of the ZXW-calculus projectively and thereby provide an alternate derivation of the arithmetic GHZ/W-calculus of Coecke et al. We find meromorphic functions that characterize the coherent behaviour of circuits for logical state preparation of quantum codes and magic state distillation.",quant-ph,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06251v1,https://arxiv.org/pdf/2605.06251v1
2605.06249v1,Finite-size general security for differential phase shift keying via variable-length quantum key distribution,Carlos Pascual-García,"Differential phase shift keying (DPSK) constitutes a pathway towards practical quantum key distribution by using affordable commercial technologies, and robust theoretical foundations. Recent advances in the security of DPSK have proven its security against general adversaries, albeit requiring limitations, including strong repetition rate constraints at the security proof and costly statistical estimators. In this work, we overcome said limitations by leveraging recent techniques in variable-length general security by using entropy accumulation techniques based on Rényi leftover hashing, together with conic optimization methods. Our approach achieves secret key rates with $10^5$ signals beyond 12 dB, constituting a robust proof of the experimental implementability of industrial-grade DPSK.",quant-ph,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06249v1,https://arxiv.org/pdf/2605.06249v1
2605.06224v1,"Modular wedge localization, Majorana fields and the Tsirelson limit of the Bell-CHSH inequality",J. G. A. Caribé; M. S. Guimaraes; I. Roditi; S. P. Sorella,"The massive Majorana field in $1+1$ dimension is employed to investigate the violation of the Bell-CHSH inequality in relativistic Quantum Field Theory. We give an explicit rapidity-space realization of the Summers-Werner modular-localization construction and reduce the vacuum Bell-CHSH correlator to a single spectral weight $h^2(ω)$ for the modular operator. The resulting analytic families approach the Tsirelson bound in the vacuum state as their spectral weight concentrates near $ω\approx0$, corresponding to the eigenvalue $λ^2 \approx 1$ of the modular operator.",hep-th; math-ph; quant-ph,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06224v1,https://arxiv.org/pdf/2605.06224v1
2605.06193v1,Causal self-dual nonlinear electrodynamics from the Born-Infeld theory,Sergei M. Kuzenko; Jonah Ruhl,"Recently we have proposed a new auxiliary-field formulation for self-dual nonlinear electrodynamics (NLED) which makes use of two building blocks: (i) a seed self-dual theory $L(F_{μν};g)$, where $F_{μν}$ is the electromagnetic field strength and $g$ a duality-invariant coupling constant; and (ii) a scalar potential $W(ψ)$. Our formulation is based on the Lagrangian $ \mathfrak{L}(F_{μν};ψ) = L(F_{μν};ψ) + W(ψ)$, where $ψ$ is an auxiliary scalar field. Integrating out $ψ$, using its equation of motion, one obtains a $\mathsf{U}(1)$ duality-invariant NLED. Different self-dual NLEDs are derived by choosing different potentials $W(ψ)$. In the case that the seed Lagrangian defines the Born-Infeld theory, in this paper we demonstrate that the resulting models for self-dual NLED are causal and provide a general solution of the self-duality equation. We also elaborate on the procedure to relate our formulation to that developed by Russo and Townsend.",hep-th; math-ph,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06193v1,https://arxiv.org/pdf/2605.06193v1
2605.06178v1,Universal Analog Quantum Simulation,Yiming Huang; Jiaxing Song; Xiaoxia Cai; Xiao Yuan,"Analog quantum simulators emulate complex many-body dynamics through native continuous-time evolution under hardware-defined interactions. Yet once a platform is specified, its interaction structure is largely fixed by the underlying hardware, restricting the Hamiltonians that can be realized and limiting programmability. Here we introduce universal analog quantum simulation (UAQS), a hybrid framework that systematically expands the range of accessible quantum evolutions within a given analog platform. UAQS employs optimized continuous-time control fields to engineer target dynamics directly, avoiding decomposition into discrete gate sequences. By preserving native analog evolution while extending the set of achievable Hamiltonians, UAQS transforms fixed-interaction analog devices into programmable simulators. Numerical studies on representative architectures, including superconducting circuits and Rydberg-atom arrays, show that UAQS accurately reproduces non-trivial many-body dynamics beyond the intrinsic interaction structure of the hardware. These results establish UAQS as a practical route toward programmable analog quantum simulation.",quant-ph,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06178v1,https://arxiv.org/pdf/2605.06178v1
2605.06171v1,Quantum phase diagrams for bosons in hexagonal optical potentials: A continuous-space quantum Monte Carlo study,Danilo Nascimento Guimaraes; Laurent Sanchez-Palencia,"Hexagonal optical lattices, emulating graphene and hexagonal boron nitride (h-BN) structures, provide a versatile platform for exploring strongly correlated quantum matter. Using continuous-space exact diagonalization and quantum Monte Carlo simulations, we investigate the phase diagrams of ultracold bosons in honeycomb and h-BN lattices. For the honeycomb lattice, we find significant deviations from the standard Bose-Hubbard model even for strong lattice amplitudes. We observe suppressed Mott insulator lobes and the absence of higher-order insulating phases, attributed to strong density-assisted tunneling effects. In the h-BN case, a rich phase diagram emerges, featuring multiple Mott lobes with various sublattice occupations, driven by the interplay of lattice asymmetry, interactions, and particle filling. Our results highlight the necessity of continuous-space treatments for capturing the full complexity of bosonic quantum phases in hexagonal geometries, paving the way for experimental realizations with ultracold atoms and further theoretical work.",cond-mat.quant-gas; quant-ph,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06171v1,https://arxiv.org/pdf/2605.06171v1
2605.06167v1,Matrix encoding method in variational algorithm of calculating eigenvalues and generalized eigenvalues,Alexander I. Zenchuk; Junde Wu,"We propose a variational method for constructing the eigenvalues and generalized eigenvalues for an arbitrary $N\times N$ complex matrix. The quantum part of our algorithm is based on encoding the matrix elements into the pure state of a quantum system and expressing the loss function with optimization parameters in terms of certain probability amplitudes in the superposition state. The principal step of this algorithm is the measurement of the ancilla state   that removes all extra terms from the above superposition and allows to probabilistically construct the required loss function along with its derivatives with respect to the optimization parameters. These output data are used to find the new values of optimization parameters for the next iteration of the loss function in the gradient optimization method. The depth and size of the circuit for this algorithm are, respectively, $O(N^2 \log N)$ and $O(\log N)$.",quant-ph,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06167v1,https://arxiv.org/pdf/2605.06167v1
2605.06159v1,"Non-abelian field cohomology, its relation with spontaneous symmetry breaking and Morse's Theorem",V. E. R. Lemes,"We show that, for an $SU(2)$ gauge field (the reasoning extends trivially to $SU(N)$), spontaneous symmetry breaking changes the field cohomology. This defines a new field with cohomological properties characteristic of matter fields. Consequently, the construction of a renormalizable unitary gauge fixing, following Morse's problem of functional extremization, leads to the Gribov condition being automatically solved on-shell. This result occurs because a specific combination of fields is cohomologically matter-like and therefore free of the Gribov problem.",hep-th,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06159v1,https://arxiv.org/pdf/2605.06159v1
2605.06147v1,Cosmological Dynamics of a Non-Canonical Generalised Brans-Dicke Theory,Matthew Debono; Jackson Levi Said; Gabriel Farrugia,"The LCDM model has been presented with a number of cosmic tensions in the face of precision cosmological data, suggesting the presence of a dynamical dark energy component. In this context, we investigate the cosmology arising from a generalisation of Brans-Dicke theory, with a non-minimally coupled scalar field characterising deviations from standard general relativity, and having a non-canonical kinetic term. By reformulating the field equations into an autonomous set of dynamical equations, we use the methods of dynamical systems to investigate the equilibrium states of the system and their stability for a set of widely-used potentials, namely the constant, power-law, and exponential potentials, with the flow visualized using bounded phase portraits. Furthermore, we investigate the physical meaning of the critical points, and we find viable solutions that can reproduce the characteristics of the $Λ$CDM model at background level for each of the three potentials. Furthermore, in each case, we observe that the dynamical behaviour differs noticeably from that observed in other scalar-tensor models due to the non-minimal coupling and non-canonical field, despite using similarly defined dynamical variables.",gr-qc,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06147v1,https://arxiv.org/pdf/2605.06147v1
2605.06138v1,Probing the density dependence of nuclear symmetry energy through isospin transport in heavy-ion reactions,S. Mallik; F. Gulminelli; C. Ciampi; D. Gruyer,"The density dependence of the nuclear symmetry energy remains one of the key uncertainties in contemporary nuclear physics, with significant implications for the structure of exotic nuclei, the dynamics of heavy-ion collisions, and the properties of astrophysical objects such as neutron stars and core-collapse supernovae. However, extracting robust constraints requires observables that are minimally affected by final-state interactions and are reliably predicted by transport models. This review synthesizes recent theoretical and experimental advancements in constraining the symmetry energy by leveraging isospin diffusion in heavy-ion reactions within the Fermi energy domain. Recent results from the INDRA-FAZIA collaboration, including isospin transport ratio data, and Boltzmann-Uehling-Uhlenbeck (BUU) transport model calculations are highlighted. Confidence regions for the symmetry energy are extracted from isospin transport ratios and isospin diffusion currents by utilizing state-of-the-art nuclear functionals, including both ab initio and phenomenological approaches, with a particular focus on the density regions probed by these experiments. The resulting constraints will aid future Bayesian studies of the nuclear equation of state and contribute to a more unified understanding of dense matter in both terrestrial experiments and astrophysical environments.",nucl-th; hep-ph; nucl-ex,2026-05-07,2026-05-07,http://arxiv.org/abs/2605.06138v1,https://arxiv.org/pdf/2605.06138v1
